op_code,work_center,description,est_hours,section,notes,job_no
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,011-25
.205,PRE FAB,Roll rim angle,3.0,,,011-25
.QC3,INSPECTION,UT Shells,0.0,,,011-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",8.0,,PREP (1) DOUBLE SHELL,011-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",4.0,,ROLL (1) DOUBLE SHELL ; WELD L/S W COBOT,011-25
.350,PRE FAB,Build top head/cone,10.0,,,011-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,011-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,011-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",8.0,,,011-25
.366,PRE FAB,"Weld out top head nozzles, etc.",14.0,,,011-25
.370,PRE FAB,Install and weld out repads - top head,8.0,,,011-25
.450,PRE FAB,Build bottom head/cone,20.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,011-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,011-25
.475,PRE FAB,Install bottom stiffeners,12.0,,,011-25
.600,FIT,Fit bottom head to shell,25.0,,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,011-25
.615,FIT,Install rim angle - tack only,4.0,,,011-25
.616,FIT,Weld rim angle complete,5.0,,,011-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,ON BURN TABLE,011-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,011-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,011-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,011-25
.717,FIT,Install lift lugs on shell,2.0,,,011-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,011-25
.725,FIT,Set nozzles in shell - tack,10.0,,,011-25
.726,FIT,"Weld shell nozzles, manways, etc.",22.0,,***SEE SAMMY BEFORE WELDING MANWAY***,011-25
.730,FIT,Add repads and weld,16.0,,FOR MANWAY AND MIXER STIFFENERS,011-25
.735,FIT,Install dip pipe supports,2.0,,,011-25
.765,FINISHING,Install name tag,1.0,,,011-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,011-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,011-25
.801,MOVE TANK,Move to shop test area,2.0,,,011-25
.910,FINISHING,Test tank,12.0,,,011-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,011-25
.920,FINISHING,Clean tank complete,30.0,,CLEAN INTERIOR TO HIGH STANDARD,011-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,011-25
.940,FINISHING,Prepare tank for shipment,2.0,,,011-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,(4) SHIM PLATES,011-25
.960,SHIPPING,Load on truck,3.0,,,011-25
.330-TK-33001,,,0.0,,,012-25
.100,PRE FAB,Cut nozzle pipe and clean,6.0,,,012-25
.105,PRE FAB,Build nozzles and weld,15.0,,PLUS EXTRA LENGTH FOR B1 & B3,012-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",6.0,,,012-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X1,012-25
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING) - Clean and Bevel,1.0,,,012-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,012-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,012-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",20.0,,,012-25
.156,PRE FAB,,10.0,,,012-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,012-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,012-25
.205,PRE FAB,Roll rim angle,3.0,,,012-25
.QC3,INSPECTION,UT Shells,0.0,,,012-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",2.0,,,012-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",3.0,,WELD LONG SEAM W/COBOT,012-25
.350,PRE FAB,Build top head/cone,10.0,,,012-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,012-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,012-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",3.0,,,012-25
.366,PRE FAB,"Weld out top head nozzles, etc.",7.0,,,012-25
.370,PRE FAB,Install and weld out repads - top head,8.0,,,012-25
.450,PRE FAB,Build bottom head/cone,22.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,012-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,012-25
.475,PRE FAB,Install bottom stiffeners,20.0,,,012-25
.600,FIT,Fit bottom head to shell,25.0,,FOR FLAT & SLOPED BORROM; WELD COMPLETE,012-25
.615,FIT,Install rim angle - tack only,4.0,,,012-25
.616,FIT,Weld rim angle complete,4.0,,,012-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,ON BURN TABLE,012-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,012-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,012-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,012-25
.717,FIT,Install lift lugs on shell,2.0,,,012-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,012-25
.725,FIT,Set nozzles in shell - tack,12.0,,,012-25
.726,FIT,"Weld shell nozzles, manways, etc.",18.0,,***SEE SAMMY BEFORE WELDING MANWAY***,012-25
.730,FIT,Add repads and weld,16.0,,FOR MANWAY AND MIXER STIFFENERS,012-25
.735,FIT,Install dip pipe supports,2.0,,,012-25
.765,FINISHING,Install name tag,1.0,,,012-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,012-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,012-25
.801,MOVE TANK,Move to shop test area,2.0,,,012-25
.910,FINISHING,Test tank,10.0,,,012-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,012-25
.920,FINISHING,Clean tank complete,18.0,,,012-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,012-25
.940,FINISHING,Prepare tank for shipment,2.0,,,012-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,(4) SHIM PLATES,012-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,012-25
.960,SHIPPING,Load on truck,3.0,,,012-25
.340-TK-34001,,,0.0,,,013-25
.100,PRE FAB,Cut nozzle pipe and clean,8.0,,,013-25
.105,PRE FAB,Build nozzles and weld,16.0,,PLUS EXTRA LENGTH FOR B1,013-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",6.0,,,013-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X1,013-25
.120,PRE FAB,Burn manway neck (CHECK BEFORE BURNING) - Clean and Bevel,1.0,,,013-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,013-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,013-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",25.0,,,013-25
.156,PRE FAB,,15.0,,,013-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,013-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,013-25
.205,PRE FAB,Roll rim angle,3.0,,,013-25
.QC3,INSPECTION,UT Shells,0.0,,,013-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",14.0,,PREP (2) DOUBLE SHELLS,013-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",8.0,,ROLL (2) DOUBLE SHELLS; WELD L/S W COBOT,013-25
.350,PRE FAB,Build top head/cone,10.0,,,013-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,013-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,013-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",4.0,,,013-25
.366,PRE FAB,"Weld out top head nozzles, etc.",8.0,,,013-25
.370,PRE FAB,Install and weld out repads - top head,10.0,,,013-25
.450,PRE FAB,Build bottom head/cone,18.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,013-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,013-25
.475,PRE FAB,Install bottom stiffeners,20.0,,,013-25
.600,FIT,Fit bottom head to shell,35.0,,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,013-25
.605,FIT,Tack shell courses together,4.0,,,013-25
.610,FIT,Weld inside round seams,3.0,,,013-25
.615,FIT,Install rim angle - tack only,6.0,,,013-25
.616,FIT,Weld rim angle complete,6.0,,,013-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,ON BURN TABLE,013-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,013-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,013-25
.645,FIT,Weld all outside seams,4.0,,,013-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,013-25
.717,FIT,Install lift lugs on shell,2.0,,,013-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,013-25
.725,FIT,Set nozzles in shell - tack,14.0,,,013-25
.726,FIT,"Weld shell nozzles, manways, etc.",18.0,,***SEE SAMMY BEFORE WELDING MANWAY***,013-25
.730,FIT,Add repads and weld,16.0,,FOR MANWAY AND MIXER STIFFENERS,013-25
.735,FIT,Install dip pipe supports,2.0,,,013-25
.750,FIT,Fit handrail - install and weld clips,5.0,,,013-25
.765,FINISHING,Install name tag,1.0,,,013-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,013-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,013-25
.801,MOVE TANK,Move to shop test area,2.0,,,013-25
.910,FINISHING,Test tank,10.0,,,013-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,013-25
.920,FINISHING,Clean tank complete,28.0,,,013-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,013-25
.940,FINISHING,Prepare tank for shipment,2.0,,,013-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,(4) SHIM PLATES,013-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,013-25
.960,SHIPPING,Load on truck,5.0,,,013-25
.360-TK-36006,,,0.0,,,014-25
.100,PRE FAB,Cut nozzle pipe and clean,6.0,,,014-25
.105,PRE FAB,Build nozzles and weld,12.0,,,014-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",6.0,,,014-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X1,014-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,014-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,014-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",20.0,,,014-25
.156,PRE FAB,,9.0,,,014-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,014-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,014-25
.205,PRE FAB,Roll rim angle,3.0,,,014-25
.QC3,INSPECTION,UT Shells,0.0,,,014-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",8.0,,PREP FOR (1) DOUBLE SHELL,014-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",4.0,,ROLL (1) DOUBLE SHELL; WELD L/S W COBOT,014-25
.350,PRE FAB,Build top head/cone,10.0,,,014-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,014-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,014-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",4.0,,,014-25
.366,PRE FAB,"Weld out top head nozzles, etc.",7.0,,,014-25
.370,PRE FAB,Install and weld out repads - top head,6.0,,,014-25
.450,PRE FAB,Build bottom head/cone,20.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,014-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,014-25
.475,PRE FAB,Install bottom stiffeners,12.0,,,014-25
.OI1,INSPECTION,ASME Hold Point,0.0,,,014-25
.600,FIT,Fit bottom head to shell,24.0,,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,014-25
.615,FIT,Install rim angle - tack only,4.0,,,014-25
.616,FIT,Weld rim angle complete,4.0,,,014-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,ON BURN TABLE,014-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,014-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,014-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,014-25
.715,FIT,Install insulation/vacuum rings - tack,10.0,,A1 STIFFENERS,014-25
.717,FIT,Install lift lugs on shell,2.0,,,014-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,014-25
.725,FIT,Set nozzles in shell - tack,10.0,,,014-25
.726,FIT,"Weld shell nozzles, manways, etc.",16.0,,**SEE SAMMY BEFORE WELDING MANWAY**,014-25
.730,FIT,Add repads and weld,4.0,,,014-25
.QC51,INSPECTION,UT Components,0.0,,,014-25
.765,FINISHING,Install name tag,1.0,,,014-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,014-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,014-25
.OI4,INSPECTION,Customer Inspection,0.0,,,014-25
.OI2,INSPECTION,ASME Inspection Internal,0.0,,,014-25
.801,MOVE TANK,Move to shop test area,2.0,,,014-25
.910,FINISHING,Test tank,10.0,,,014-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,014-25
.OI3,INSPECTION,ASME Inspection Test,0.0,,,014-25
.920,FINISHING,Clean tank complete,20.0,,,014-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,014-25
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,,,014-25
.QC90,INSPECTION,QC Inspection - Paint,0.0,,,014-25
.940,FINISHING,Prepare tank for shipment,2.0,,,014-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,,014-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,014-25
.960,SHIPPING,Load on truck,3.0,,,014-25
.360-TK-36101,,,0.0,,,015-25
.100,PRE FAB,Cut nozzle pipe and clean,8.0,,,015-25
.105,PRE FAB,Build nozzles and weld,16.0,,,015-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",6.0,,,015-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X1,015-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,015-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,015-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",25.0,,,015-25
.156,PRE FAB,,15.0,,,015-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,015-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,015-25
.205,PRE FAB,Roll rim angle,3.0,,,015-25
.252,PRE FAB,Fabricate miscellaneous parts,6.0,,MAKE SEAL POT,015-25
.261,PRE FAB,"Miscellaneous Fabrication - Braces, Mounting Plates, Cone Outlet Necks",2.0,,SEAL POT SUPPORTS AND STIFFENERS,015-25
.QC3,INSPECTION,UT Shells,0.0,,,015-25
.QC3,INSPECTION,UT Shells,0.0,,,015-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",16.0,,PREP (2) DOUBLE SHELLS,015-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",12.0,,"ROLL (2) DOUBLE, WELD L/S W COBOT",015-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,015-25
.350,PRE FAB,Build top head/cone,10.0,,,015-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,015-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",4.0,,,015-25
.366,PRE FAB,"Weld out top head nozzles, etc.",8.0,,,015-25
.370,PRE FAB,Install and weld out repads - top head,10.0,,,015-25
.375,PRE FAB,Install top stiffeners,8.0,,,015-25
.450,PRE FAB,Build bottom head/cone,18.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,015-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,015-25
.475,PRE FAB,Install bottom stiffeners,20.0,,,015-25
.OI1,INSPECTION,ASME Hold Point,0.0,,,015-25
.600,FIT,Fit bottom head to shell,20.0,,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,015-25
.605,FIT,Tack shell courses together,3.0,,,015-25
.610,FIT,Weld inside round seams,3.0,,,015-25
.615,FIT,Install rim angle - tack only,4.0,,,015-25
.616,FIT,Weld rim angle complete,4.0,,,015-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,ON BURN TABLE,015-25
.625,FIT,Install baffles and weld,8.0,,INSTALL SEAL POT WITH BRACES,015-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,015-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,015-25
.645,FIT,Weld all outside seams,4.0,,,015-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,015-25
.717,FIT,Install lift lugs on shell,2.0,,,015-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,015-25
.725,FIT,Set nozzles in shell - tack,14.0,,,015-25
.726,FIT,"Weld shell nozzles, manways, etc.",18.0,,**SEE SAMMY BEFORE WELDING MANWAY**,015-25
.730,FIT,Add repads and weld,8.0,,FOR MANWAY AND NOZZLES,015-25
.QC51,INSPECTION,UT Components,0.0,,,015-25
.765,FINISHING,Install name tag,1.0,,,015-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,015-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,015-25
.OI4,INSPECTION,Customer Inspection,0.0,,,015-25
.OI2,INSPECTION,ASME Inspection Internal,0.0,,,015-25
.801,MOVE TANK,Move to shop test area,2.0,,,015-25
.910,FINISHING,Test tank,10.0,,,015-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,015-25
.OI3,INSPECTION,ASME Inspection Test,0.0,,,015-25
.920,FINISHING,Clean tank complete,28.0,,,015-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,015-25
.QC9,INSPECTION,QC Inspection - Sandblast,0.0,,,015-25
.QC90,INSPECTION,QC Inspection - Paint,0.0,,,015-25
.940,FINISHING,Prepare tank for shipment,2.0,,,015-25
.950,FINISHING,Check bill of materials and pack loose parts,2.0,,,015-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,015-25
.960,SHIPPING,Load on truck,5.0,,,015-25
.370-TK-37001,,,0.0,,,016-25
.100,PRE FAB,Cut nozzle pipe and clean,6.0,,,016-25
.105,PRE FAB,Build nozzles and weld,12.0,,,016-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",6.0,,,016-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH X1,016-25
.135,PRE FAB,Build davit arm assembly and cover,1.0,,FOR HATCH X1,016-25
.140,PRE FAB,Build hatch/door,1.0,,FOR HATCH X1,016-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",20.0,,,016-25
.156,PRE FAB,,9.0,,,016-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",4.0,,TACK ONLY,016-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,,016-25
.205,PRE FAB,Roll rim angle,3.0,,,016-25
.QC3,INSPECTION,UT Shells,0.0,,,016-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",8.0,,PREP (1) DOUBLE SHELL,016-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",4.0,,ROLL (1) DOUBLE SHELL; WELD L/S W COBOT,016-25
.350,PRE FAB,Build top head/cone,10.0,,,016-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,016-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,016-25
.366,PRE FAB,"Weld out top head nozzles, etc.",7.0,,,016-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",4.0,,,016-25
.370,PRE FAB,Install and weld out repads - top head,6.0,,,016-25
.450,PRE FAB,Build bottom head/cone,20.0,,FOR FLAT BOTTOM & SLOPED BOTTOM,016-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,016-25
.475,PRE FAB,Install bottom stiffeners,12.0,,,016-25
.600,FIT,Fit bottom head to shell,24.0,,FOR FLAT & SLOPED BOTTOM; WELD COMPLETE,016-25
.615,FIT,Install rim angle - tack only,4.0,,,016-25
.616,FIT,Weld rim angle complete,4.0,,,016-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,ON BURN TABLE,016-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,016-25
.640,FIT,Fit top head to shell - tack,8.0,,AND WELD TO RIM ANGLE,016-25
.800,MOVE TANK,Move tank to detail rolls,2.0,,,016-25
.717,FIT,Install lift lugs on shell,2.0,,,016-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",12.0,,AND WELD COMPLETE,016-25
.725,FIT,Set nozzles in shell - tack,8.0,,,016-25
.726,FIT,"Weld shell nozzles, manways, etc.",14.0,,***SEE SAMMY BEFORE WELDING MANWAY***,016-25
.730,FIT,Add repads and weld,4.0,,,016-25
.765,FINISHING,Install name tag,1.0,,,016-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,016-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,016-25
.801,MOVE TANK,Move to shop test area,2.0,,,016-25
.910,FINISHING,Test tank,10.0,,,016-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,016-25
.920,FINISHING,Clean tank complete,20.0,,,016-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,016-25
.940,FINISHING,Prepare tank for shipment,2.0,,,016-25
.950,FINISHING,Check bill of materials and pack loose parts,1.0,,,016-25
.QC95,INSPECTION,QC Inspection - Final & Loose Items,0.0,,,016-25
.960,SHIPPING,Load on truck,3.0,,,016-25
.370-TK-37005,,,0.0,,,017-25
.100,PRE FAB,Cut nozzle pipe and clean,5.0,,,017-25
.105,PRE FAB,Build nozzles and weld,11.0,,,017-25
.107,PRE FAB,"Build Repads for Nozzles, drill and tap holes",3.0,,,017-25
.115,PRE FAB,"Make manway parts: cut clips, form handles, etc.",1.0,,FOR HATCH,017-25
.155,PRE FAB,"Burn and clean parts:  lugs, supports, repads, base ring, etc. (CHECK!)",22.0,,,017-25
.156,PRE FAB,,11.0,,,017-25
.165,PRE FAB,"Build supports: legs, lugs, saddles",3.0,,TACK ONLY,017-25
.200,PRE FAB,"Make lift lugs, ground lugs, etc.",2.0,,INCL SHIM PLATES,017-25
.205,PRE FAB,Roll rim angle,3.0,,,017-25
.QC3,INSPECTION,UT Shells,0.0,,,017-25
.305,PRE FAB,"Shells: bring in plate, square, trim and clean",4.0,,PREP (1) DOUBLE SHELL,017-25
.315,PRE FAB,"Roll shells, tack and weld inside seams",4.0,,ROLL (1) DOUBLE SHELL; WELD L/S W/COBOT,017-25
.350,PRE FAB,Build top head/cone,6.0,,,017-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,017-25
.355,PRE FAB,"Lay out top head, burn and clean holes",1.0,,ON BURN TABLE,017-25
.365,PRE FAB,"Set  nozzles, lift lugs, etc. in top head - tack",3.0,,,017-25
.366,PRE FAB,"Weld out top head nozzles, etc.",5.0,,,017-25
.370,PRE FAB,Install and weld out repads - top head,4.0,,,017-25
.450,PRE FAB,Build bottom head/cone,8.0,,FOR FLAT & SLOPED BOTTOMS,017-25
.QC4,INSPECTION,QC Inspection - Top/Bottom/Cones,0.0,,,017-25
.475,PRE FAB,Install bottom stiffeners,5.0,,,017-25
.600,FIT,Fit bottom head to shell,12.0,,FIT SLOPED BOTTOM AND WELD; FIT FLAT BOTTOM AND WELD,017-25
.615,FIT,Install rim angle - tack only,3.0,,,017-25
.616,FIT,Weld rim angle complete,6.0,,,017-25
.620,FIT,"Lay out shell, burn and clean holes",2.0,,CLEAN UP HOLES CUT ON BURN TABLE,017-25
.QC5,INSPECTION,QC Inspection - Internal,0.0,,,017-25
.640,FIT,Fit top head to shell - tack,6.0,,AND WELD TO RIM ANGLE,017-25
.800,MOVE TANK,Move tank to detail rolls,1.0,,,017-25
.717,FIT,Install lift lugs on shell,3.0,,INCL TAILING LUG AND REPADS,017-25
.720,FIT,"Install supports - legs, lugs, anchors, saddles, skirt",8.0,,AND WELD COMPLETE,017-25
.725,FIT,Set nozzles in shell - tack,6.0,,,017-25
.726,FIT,"Weld shell nozzles, manways, etc.",20.0,,INCL HOLE WATCH,017-25
.730,FIT,Add repads and weld,4.0,,,017-25
.765,FINISHING,Install name tag,1.0,,,017-25
.770,FIT,"Inspect tank, make repairs, get QC inspector",1.0,,,017-25
.QC6,INSPECTION,QC Inspection - Fabrication,0.0,,,017-25
.801,MOVE TANK,Move to shop test area,1.0,,,017-25
.910,FINISHING,Test tank,10.0,,,017-25
.QC7,INSPECTION,QC Inspection - Test,0.0,,,017-25
.920,FINISHING,Clean tank complete,15.0,,,017-25
.QC8,INSPECTION,QC Inspection - Clean,0.0,,,017-25
.940,FINISHING,Prepare tank for shipment,2.0,,,017-25
